Title,Genre,Rating,Gross,Director,Star1,Star2,Star3,Star4,,,,,
Turning 30!!!,"
Comedy, Drama, Romance            ",5.2,NA,Alankrita Shrivastava,Gul Panag,Purab Kohli,Sid Makkar,Jeneva Talwar,,,,,
,,,,,,,,,,,,,
Mumbai Mast Kallander,"
Action, Comedy, Crime            ",5.8,NA,Musavir Jaleel,Aman Mihani,Mohsin,Muzzi,Shilpa Shukla,,,,,
,,,,,,,,,,,,,
Odyssey of Persistence,"
Short, Biography            ",8,NA,Nikunj Pathak,Nisha Khatri,Nikunj Pathak,Manthan Shah,Ronak Sheth,,,,,
,,,,,,,,,,,,,
Dhobi Ghat,"
Drama            ",7,$0.58M,Kiran Rao,Prateik,Monica Dogra,Kriti Malhotra,Aamir Khan,,,,,
,,,,,,,,,,,,,
Hostel,"
Action, Crime, Drama            ",5.1,NA,Manish Gupta,Vatsal Sheth,Tulip Joshi,Mukesh Tiwari,Nagesh Bhonsle,,,,,
,,,,,,,,,,,,,
Dil Toh Baccha Hai Ji,"
Comedy, Drama, Romance            ",5.7,NA,Madhur Bhandarkar,Ajay Devgn,Emraan Hashmi,Omi Vaidya,Shazahn Padamsee,,,,,
,,,,,,,,,,,,,
Yeh Saali Zindagi,"
Crime, Drama, Thriller            ",7.5,NA,Sudhir Mishra,Irrfan Khan,Chitrangda Singh,Arunoday Singh,Aditi Rao Hydari,,,,,
,,,,,,,,,,,,,
United Six,"
Action, Drama, Thriller            ",3.9,NA,Vishal Aryan Singh,Russell Geoffrey Banks,Leigh Barwell,Isha Batwe,Daisy Bopanna,,,,,
,,,,,,,,,,,,,
Utt Pataang,"
Comedy, Drama            ",6,NA,Srikanth Velagaleti,Vinay Pathak,Saurabh Shukla,Mahie Gill,Mona Singh,,,,,
,,,,,,,,,,,,,
Patiala House,"
Drama, Sport            ",5.6,NA,Nikkhil Advani,Rishi Kapoor,Dimple Kapadia,Akshay Kumar,Anushka Sharma,,,,,
,,,,,,,,,,,,,
Angel,"
Action, Drama            ",6.5,NA,Ganesh Acharya,Sumit Arora,Arun,Raakesh Babu,Prem Kishen Dwivedi,,,,,
,,,,,,,,,,,,,
Aashiqui.in,"
Drama, Romance            ",3.7,NA,Shankhadeep,Ishaan Manhaas,Dheeraj Miglani,Priti Gandwani,Shubhi Ahuja,,,,,
,,,,,,,,,,,,,
7 Khoon Maaf,"
Drama, Mystery, Thriller            ",6.1,$0.27M,Vishal Bhardwaj,Priyanka Chopra,Vivaan Shah,Neil Nitin Mukesh,John Abraham,,,,,
,,,,,,,,,,,,,
Kaccha Limboo,"
Comedy, Family            ",6.4,NA,Sagar Ballary,Karan Bhanushali,Bhairavi Goswami,Iravati Harshe,Chinmay Kambli,,,,,
,,,,,,,,,,,,,
Masti Express,"
Adventure, Comedy, Drama            ",5.2,NA,Vikram Pradhan,Rajpal Yadav,Johnny Lever,Divya Dutta,Jaikumar Banotia,,,,,
,,,,,,,,,,,,,
Tanu Weds Manu,"
Comedy, Drama, Romance            ",6.7,NA,Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill,Deepak Dobriyal,,,,,
,,,,,,,,,,,,,
Satrangee Parachute,"
Comedy, Drama, Family            ",5.6,NA,Vineet Khetrapal,Sanjay Mishra,Zakir Hussain,Lilliput,Rupali Ganguly,,,,,
,,,,,,,,,,,,,
Yeh Faasley,"
Crime, Drama, Mystery            ",6.1,NA,Yogesh Mittal,Rachita Bhattacharya,Seema Biswas,Sudha Chandran,Sanjiv Chopra,,,,,
,,,,,,,,,,,,,
Happy Husbands,"
Comedy, Drama            ",3.6,NA,Jaiveer,Anay,Kurush Deboo,Mohit Ghai,Ahwaan,,,,,
,,,,,,,,,,,,,
Monica,"
Biography, Drama, Thriller            ",5.6,NA,Sushen Bhatnagar,Ashutosh Rana,Divya Dutta,Rajit Kapoor,Yashpal Sharma,,,,,
,,,,,,,,,,,,,
Game,"
Action, Crime, Drama            ",5.1,$0.13M,Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,Anupam Kher,Boman Irani,,,,,
,,,,,,,,,,,,,
F.A.L.T.U,"
Comedy, Drama            ",4.6,NA,Remo D'Souza,Arshad Warsi,Riteish Deshmukh,Jackky Bhagnani,Puja Gupta,,,,,
,,,,,,,,,,,,,
Memories in March,"
Drama            ",7.2,NA,Sanjoy Nag,Deepti Naval,Raima Sen,Rituparno Ghosh,Rajat Ganguly,,,,,
,,,,,,,,,,,,,
Thank You,"
Comedy            ",4.6,$0.46M,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol,Sunil Shetty,,,,,
,,,,,,,,,,,,,
Teen Thay Bhai,"
Comedy, Drama            ",4.3,NA,Mrighdeep Lamba,Om Puri,Deepak Dobriyal,Ragini Khanna,Naresh Gosain,,,,,
,,,,,,,,,,,,,
Dum Maaro Dum,"
Action, Crime, Drama            ",6.2,$0.56M,Rohan Sippy,Abhishek Bachchan,Deepika Padukone,Bipasha Basu,Rana Daggubati,,,,,
,,,,,,,,,,,,,
Zokkomon,"
Action, Adventure            ",4,NA,Satyajit Bhatkal,Darsheel Safary,Anupam Kher,Manjari Fadnnis,Tinnu Anand,,,,,
,,,,,,,,,,,,,
Shor in the City,"
Crime, Drama            ",7.2,NA,Krishna D.K.,Raj Nidimoru,Sendhil Ramamurthy,Tusshar Kapoor,Nikhil Dwivedi,,,,,
,,,,,,,,,,,,,
Chalo Dilli,"
Comedy, Drama            ",6.8,NA,Shashant Shah,Vinay Pathak,Lara Dutta,Yana Gupta,Akshay Kumar,,,,,
,,,,,,,,,,,,,
I Am,"
Documentary, Biography, Family            ",6.8,NA,Sonali Gulati,Sonali Gulati,,,,,,,,
,,,,,,,,,,,,,
Naughty @ 40,"
Comedy, Drama            ",2.5,NA,Jag Mundhra,Govinda,Yuvika Chaudhry,Anupam Kher,Smita Jaykar,,,,,
,,,,,,,,,,,,,
Luv Ka the End,"
Comedy, Drama            ",4.8,NA,Bumpy,Shraddha Kapoor,Taaha Shah Badusha,Errol Peter Marks,Meherzan Mazda,,,,,
,,,,,,,,,,,,,
Haunted - 3D,"
Horror, Mystery, Thriller            ",6.2,NA,Vikram Bhatt,Mimoh Chakraborty,Tia Bajpai,Achint Kaur,Mohan Kapoor,,,,,
,,,,,,,,,,,,,
Love U... Mr. Kalakaar!,"
Drama, Romance            ",5.4,NA,S. Manasvi,Tusshar Kapoor,Amrita Rao,Ram Kapoor,Madhoo,,,,,
,,,,,,,,,,,,,
Ragini MMS,"
Drama, Horror, Mystery            ",4.9,NA,Pawan Kripalani,Kainaz Motivala,Rajkummar Rao,Rajat Kaul,Janice,,,,,
,,,,,,,,,,,,,
Shagird,"
Action, Crime, Drama            ",7,NA,Tigmanshu Dhulia,Nana Patekar,Mohit Ahlawat,Rimi Sen,Anurag Kashyap,,,,,
,,,,,,,,,,,,,
Stanley Ka Dabba,"
Comedy, Drama, Family            ",7.8,NA,Amole Gupte,Partho A. Gupte,Numaan Sheikh,Abhishek Reddy,Sai Shara Shetty,,,,,
,,,,,,,,,,,,,
404: Error Not Found,"
Drama, Mystery, Thriller            ",7.2,NA,Prawaal Raman,Sara Arjun,Rajvvir Aroraa,Aditya Banerjee,Mukesh Bhatt,,,,,
,,,,,,,,,,,,,
Pyaar Ka Punchnama,"
Comedy, Drama, Romance            ",7.7,NA,Luv Ranjan,Kartik Aaryan,Raayo S. Bakhirta,Divyendu Sharma,Nushrat Bharucha,,,,,
,,,,,,,,,,,,,
Kucch Luv Jaisaa,"
Drama            ",4.2,NA,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose,Neetu Chandra,,,,,
,,,,,,,,,,,,,
Ready,"
Action, Comedy            ",4.7,$0.78M,Anees Bazmee,Salman Khan,Asin,Paresh Rawal,Mahesh Manjrekar,,,,,
,,,,,,,,,,,,,
Shaitan,"
Action, Crime, Drama            ",7.2,NA,Bejoy Nambiar,Kalki Koechlin,Shiv Panditt,Gulshan Devaiah,Rajeev Khandelwal,,,,,
,,,,,,,,,,,,,
Bheja Fry 2,"
Comedy, Drama            ",4.7,NA,Sagar Ballary,Vinay Pathak,Kay Kay Menon,Minissha Lamba,Rukhsar Rehman,,,,,
,,,,,,,,,,,,,
Always Kabhi Kabhi,"
Comedy, Crime, Drama            ",4,NA,Roshan Abbas,Lillete Dubey,Satyajeet Dubey,Ali Fazal,Manoj Joshi,,,,,
,,,,,,,,,,,,,
Bhindi Baazaar,"
Crime, Drama, Thriller            ",6.2,NA,Ankush Bhatt,Adil Khan,Wasim Khan,Caterina Lopez,Pavan Malhotra,,,,,
,,,,,,,,,,,,,
Bin Bulaye Baraati,"
Action, Comedy, Crime            ",3.9,NA,Chandrakant Singh,Naushaad Abbas,Rati Agnihotri,Shweta Bhardwaj,Gulshan Grover,,,,,
,,,,,,,,,,,,,
Double Dhamaal,"
Comedy, Crime, Drama            ",3.8,$0.54M,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi,Javed Jaffrey,,,,,
,,,,,,,,,,,,,
Bbuddah... Hoga Terra Baap,"
Action, Crime, Thriller            ",5.6,NA,Puri Jagannadh,Amitabh Bachchan,Hema Malini,Sonu Sood,Sonal Chauhan,,,,,
,,,,,,,,,,,,,
Delhi Belly,"
Action, Comedy, Crime            ",7.5,$1.53M,Abhinay Deo,Akshat Verma,Imran Khan,Vir Das,Kunaal Roy Kapur,,,,,
,,,,,,,,,,,,,
Murder 2,"
Action, Drama, Horror            ",6.2,NA,Mohit Suri,Emraan Hashmi,Jacqueline Fernandez,Prashant Narayanan,Sulagna Panigrahi,,,,,
,,,,,,,,,,,,,
Chillar Party,"
Comedy, Drama, Family            ",7.4,$0.01M,Vikas Bahl,Nitesh Tiwari,Aarav Khanna,Chinmay Chandraunshuh,Divji Handa,,,,,
,,,,,,,,,,,,,
Zindagi Na Milegi Dobara,"
Comedy, Drama            ",8.1,$3.11M,Zoya Akhtar,Hrithik Roshan,Farhan Akhtar,Abhay Deol,Katrina Kaif,,,,,
,,,,,,,,,,,,,
Singham,"
Action, Drama            ",6.7,$0.35M,Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj,Sonali Kulkarni,,,,,
,,,,,,,,,,,,,
Khap,"
Drama, Thriller            ",5.8,NA,Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl,Yuvika Chaudhry,,,,,
,,,,,,,,,,,,,
Gandhi to Hitler,"
Drama, History, War            ",2.6,NA,Rakesh Ranjan Kumar,Raghuvir Yadav,Neha Dhupia,Aman Verma,Nassar Abdulla,,,,,
,,,,,,,,,,,,,
Bubble Gum,"
Drama            ",7.3,NA,Sanjivan Lal,Apoorva Arora,Tanvi Azmi,Delzad Hiwale,Sachin Khedekar,,,,,
,,,,,,,,,,,,,
Chala Mussaddi - Office Office,"
Comedy, Drama            ",6.1,NA,Rajiv Mehra,Deven Bhojani,Makrand Deshpande,Vinay Jain,Farida Jalal,,,,,
,,,,,,,,,,,,,
I Am Kalam,"
Comedy, Drama            ",8,NA,Nila Madhab Panda,Gulshan Grover,Harsh Mayar,Pitobash,Hussan Saad,,,,,
,,,,,,,,,,,,,
Milta Hai Chance by Chance,"
Comedy            ",6.7,NA,Ramesh Modi,Divyaa Dwivedi,Sana Govil,Jawahar Jairath,Vishal Kaushik,,,,,
,,,,,,,,,,,,,
Warning,"
Adventure, Thriller            ",4.9,NA,Gurmmeet Singh,Santosh Barmola,Jitin Gulati,Sumit Suri,Suzana Rodrigues,,,,,
,,,,,,,,,,,,,
Aarakshan,"
Drama            ",6.2,$0.34M,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee,Deepika Padukone,,,,,
,,,,,,,,,,,,,
Phhir,"
Drama, Mystery, Romance            ",5.3,NA,Girish Dhamija,Rajniesh Duggall,Roshni Chopra,Monica,Adah Sharma,,,,,
,,,,,,,,,,,,,
Chatur Singh Two Star,"
Action, Adventure, Comedy            ",1.7,NA,Ajay Chandhok,Sanjay Dutt,Ameesha Patel,Anupam Kher,Satish Kaushik,,,,,
,,,,,,,,,,,,,
Not a Love Story,"
Crime, Drama, Thriller            ",5,NA,Ram Gopal Varma,Deepak Dobriyal,Mahie Gill,Zakir Hussain,Darshan Jariwala,,,,,
,,,,,,,,,,,,,
Sahi Dhandhe Galat Bande,"
Action, Comedy, Drama            ",4.9,NA,Parvin Dabas,Anupam Kher,Sharat Saxena,Udit Khurana,Tina Desai,,,,,
,,,,,,,,,,,,,
Chitkabrey,"
Drama, Mystery, Thriller            ",4,NA,Suneet Arora,Ravi Kishan,Rahul Singh,Rajesh Shringarpore,Ssanjay Swaraaj,,,,,
,,,,,,,,,,,,,
Shabri,"
Action, Crime, Drama            ",5.7,NA,Lalit Marathe,Isha Koppikar,Raj Arjun,Manish Wadhwa,Pradeep Singh Rawat,,,,,
,,,,,,,,,,,,,
Yeh Dooriyan,"
Drama, Romance            ",5.1,NA,Deepshika Nagpal,Deepshika Nagpal,Inder Kumar,Delnaaz Irani,Chitrashi Rawat,,,,,
,,,,,,,,,,,,,
Bodyguard,"
Action, Comedy, Romance            ",4.6,NA,Siddique,Salman Khan,Kareena Kapoor,Raj Babbar,Hazel Keech,,,,,
,,,,,,,,,,,,,
Mummy Punjabi: Superman Ki Bhi Maa!!,"
Comedy, Drama            ",5.6,NA,Pammi Somal,Kiron Kher,Kanwaljit Singh,Jackie Shroff,Anju Mahendru,,,,,
,,,,,,,,,,,,,
That Girl in Yellow Boots,"
Crime, Drama, Mystery            ",6.7,NA,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah,Gulshan Devaiah,,,,,
,,,,,,,,,,,,,
Mere Brother Ki Dulhan,"
Comedy, Family, Romance            ",5.8,$0.50M,Ali Abbas Zafar,Imran Khan,Katrina Kaif,Ali Zafar,Tara D'Souza,,,,,
,,,,,,,,,,,,,
Trapped in Tradition: Rivaaz,"
Crime, Drama, Thriller            ",4.2,NA,Ashok Nanda,Deepti Naval,Vijay Raaz,Meghna Naidu,Saadhika Randhawa,,,,,
,,,,,,,,,,,,,
Mausam,"
Drama, Romance, War            ",4.7,$0.73M,Pankaj Kapur,Shahid Kapoor,Sonam Kapoor,Anupam Kher,Supriya Pathak,,,,,
,,,,,,,,,,,,,
U R My Jaan,"
Romance            ",6,NA,Aron Govil,Mikaal,Preeti Soni,Himani Shivpuri,Anil Dhawan,,,,,
,,,,,,,,,,,,,
Force,"
Action, Thriller            ",6.4,NA,Nishikant Kamat,John Abraham,Genelia D'Souza,Raj Babbar,Mohnish Bahl,,,,,
,,,,,,,,,,,,,
Hum Tum Shabana,"
Comedy, Crime, Drama            ",3.7,NA,Sagar Ballary,Tusshar Kapoor,Shreyas Talpade,Minissha Lamba,Mantra,,,,,
,,,,,,,,,,,,,
Saheb Biwi Aur Gangster,"
Action, Crime, Drama            ",7.2,NA,Tigmanshu Dhulia,Jimmy Sheirgill,Mahie Gill,Randeep Hooda,Shreya Narayan,,,,,
,,,,,,,,,,,,,
Tere Mere Phere,"
Comedy, Drama, Romance            ",5.4,NA,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai,Sasha Goradia,,,,,
,,,,,,,,,,,,,
Chargesheet,"
Drama, Thriller            ",6.3,NA,Dev Anand,Dev Anand,Sanket Dhawan,Divya Dutta,Shehzad Khan,,,,,
,,,,,,,,,,,,,
Na Jaane Kabse,"
Romance            ",6,NA,Pammi Somal,Lillete Dubey,Gurpreet Ghuggi,Gary Gill,Ayub Khan,,,,,
,,,,,,,,,,,,,
Rascals,"
Action, Comedy, Crime            ",2.9,$0.26M,David Dhawan,Ajay Devgn,Sanjay Dutt,Kangana Ranaut,Lisa Haydon,,,,,
,,,,,,,,,,,,,
Love Breakups Zindagi,"
Comedy, Drama, Romance            ",5.7,NA,Sahil Sangha,Zayed Khan,Dia Mirza,Cyrus Sahukar,Tisca Chopra,,,,,
,,,,,,,,,,,,,
Mujhse Fraaandship Karoge,"
Comedy, Romance            ",6.9,NA,Nupur Asthana,Saqib Saleem,Saba Azad,Nishant Dahiya,Tara D'Souza,,,,,
,,,,,,,,,,,,,
My Friend Pinto,"
Comedy, Crime, Drama            ",5.3,NA,Raaghav Dar,Prateik,Kalki Koechlin,Arjun Mathur,Shruti Seth,,,,,
,,,,,,,,,,,,,
Aazaan,"
Action, Drama, Mystery            ",4.4,NA,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar,Samy Gharbi,,,,,
,,,,,,,,,,,,,
Ra.One,"
Action, Adventure, Sci-Fi            ",4.6,$2.51M,Anubhav Sinha,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,Shahana Goswami,,,,,
,,,,,,,,,,,,,
Tell Me O Kkhuda,"
Action, Crime, Drama            ",2.5,NA,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor,Farooq Shaikh,,,,,
,,,,,,,,,,,,,
Damadamm!,"
Comedy, Drama, Romance            ",4.1,NA,Swapna Joshi,Himesh Reshammiya,Sonal Sehgal,Purbi Joshi,Rajesh Khattar,,,,,
,,,,,,,,,,,,,
Loot,"
Action, Comedy, Crime            ",3.4,NA,Rajnish Thakur,Sanjay Khanna,Shweta Bhardwaj,Mimoh Chakraborty,Prem Chopra,,,,,
,,,,,,,,,,,,,
Miley - Naa Miley - Hum,"
Comedy, Drama, Romance            ",3,NA,Tanveer Khan,Chirag Paswan,Kangana Ranaut,Neeru Bajwa,Sagarika Ghatge,,,,,
,,,,,,,,,,,,,
Rockstar,"
Drama, Music, Musical            ",7.7,$0.99M,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,Shammi Kapoor,Kumud Mishra,,,,,
,,,,,,,,,,,,,
Shakal Pe Mat Ja,"
Comedy, Crime, Drama            ",5.4,NA,Shubh,Shubh,Pratik Katare,Harsh Parekh,Chitrak Bandyopadhyay,,,,,
,,,,,,,,,,,,,
Desi Boyz,"
Comedy, Drama            ",5.7,$1.07M,Rohit Dhawan,Akshay Kumar,John Abraham,Deepika Padukone,Chitrangda Singh,,,,,
,,,,,,,,,,,,,
The Dirty Picture,"
Biography, Drama            ",6.6,NA,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor,Naseeruddin Shah,,,,,
,,,,,,,,,,,,,
Ladies vs. Ricky Bahl,"
Comedy, Drama, Romance            ",5.9,NA,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra,Dipannita Sharma,,,,,
,,,,,,,,,,,,,
Jo Hum Chahein,"
Drama, Romance            ",5.4,NA,Pawan Gill,Sunny Gill,Simran Kaur Mundi,Alyy Khan,Achint Kaur,,,,,
,,,,,,,,,,,,,
Dulha Mil Gaya,"
Comedy, Drama, Romance            ",4.2,NA,Mudassar Aziz,Sushmita Sen,Fardeen Khan,Ishita Sharma,Shah Rukh Khan,,,,,
,,,,,,,,,,,,,
Pyaar Impossible!,"
Comedy, Romance            ",4.6,NA,Jugal Hansraj,Priyanka Chopra,Anupam Kher,Uday Chopra,Jugal Hansraj,,,,,
,,,,,,,,,,,,,
Chance Pe Dance,"
Comedy, Drama, Musical            ",4.7,$0.16M,Ken Ghosh,Shahid Kapoor,Genelia D'Souza,Mohnish Bahl,Satish Shah,,,,,
,,,,,,,,,,,,,
Hello Hum Lallann Bol Rahe Hain,"
Comedy, Drama            ",6.3,NA,Dilip Shukla,Rajpal Yadav,Preeti Mehra,Makarand Anaspure,Ketki Dave,,,,,
,,,,,,,,,,,,,
The Waiting Room,"
Crime, Drama, Mystery            ",6,NA,Maneej Premnath,Raj Singh Chaudhary,Radhika Apte,Sandeep Kulkarni,Prateeksha Lonkar,,,,,
,,,,,,,,,,,,,
Veer,"
Action, Adventure, Drama            ",4.6,$0.50M,Anil Sharma,Salman Khan,Jackie Shroff,Mithun Chakraborty,Zareen Khan,,,,,
,,,,,,,,,,,,,
Ishqiya,"
Comedy, Drama, Romance            ",7.3,NA,Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi,Salman Shahid,,,,,
,,,,,,,,,,,,,
Rann,"
Drama, Mystery, Thriller            ",6.9,NA,Ram Gopal Varma,Amitabh Bachchan,Riteish Deshmukh,Gul Panag,Paresh Rawal,,,,,
,,,,,,,,,,,,,
Road to Sangam,"
Drama, Thriller            ",7.5,NA,Amit Rai,Paresh Rawal,Om Puri,Pavan Malhotra,Javed Sheikh,,,,,
,,,,,,,,,,,,,
The Hangman,"
Crime, Drama, Thriller            ",7,NA,Vishal Bhandari,Om Puri,Gulshan Grover,Tom Alter,Smita Jaykar,,,,,
,,,,,,,,,,,,,
Striker,"
Action, Crime, Drama            ",7,NA,Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher,Vidya Malvade,,,,,
,,,,,,,,,,,,,
My Name Is Khan,"
Drama            ",8,$4.02M,Karan Johar,Shah Rukh Khan,Kajol,Sheetal Menon,Katie A. Keane,,,,,
,,,,,,,,,,,,,
Sukhmani,"
Drama            ",5.7,NA,Gurdas Maan,Juhi Chawla,Divya Dutta,Anup Soni,,,,,,
,,,,,,,,,,,,,
Aakhari Decision,"
Action, Drama, Thriller            ",6,NA,Deepak Kumar Bandhu,Paul Sidhu,Sumona Chakravarti,Anant Jog,Nagesh Bhonsle,,,,,
,,,,,,,,,,,,,
Click,"
Drama, Horror, Mystery            ",3.5,NA,Sangeeth Sivan,Shreyas Talpade,Sada,Sneha Ullal,Rehan Khan,,,,,
,,,,,,,,,,,,,
Toh Baat Pakki!,"
Comedy, Drama            ",5.2,NA,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhry,Vatsal Sheth,,,,,
,,,,,,,,,,,,,
Karthik Calling Karthik,"
Drama, Mystery, Thriller            ",7,$0.26M,Vijay Lalwani,Siddhartha Gupta,Swapnel Desai,Farhan Akhtar,Vipin Sharma,,,,,
,,,,,,,,,,,,,
Teen Patti,"
Crime, Drama, Thriller            ",4.1,NA,Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor,Akkash Basnet,,,,,
,,,,,,,,,,,,,
Atithi Tum Kab Jaoge?,"
Comedy            ",6.4,NA,Ashwani Dhir,Ajay Devgn,Konkona Sen Sharma,Paresh Rawal,Satish Kaushik,,,,,
,,,,,,,,,,,,,
Hello Zindagi,"
Drama, Family            ",6.6,NA,Raja Unnithan,Kitu Gidwani,Milind Gunaji,Neena Gupta,Mrunmayee Lagoo,,,,,
,,,,,,,,,,,,,
"Road, Movie","
Adventure, Comedy, Crime            ",6.8,NA,Dev Benegal,Abhay Deol,Satish Kaushik,Tannishtha Chatterjee,Mohammed Faizal,,,,,
,,,,,,,,,,,,,
Rokkk,"
Drama, Horror, Mystery            ",4.3,NA,Rajesh Ranshinge,Tanushree Dutta,Udita Goswami,Shaad Randhawa,Sachin Khedekar,,,,,
,,,,,,,,,,,,,
Thanks Maa,"
Crime, Drama            ",7.9,NA,Irfan Kamal,Master Shams,Master Salman,Master Jaffer,Master Fayaaz,,,,,
,,,,,,,,,,,,,
Do Dilon Ke Khel Mein,"
Comedy, Drama, Romance            ",5.8,NA,Akash Pandey,Rajesh Khanna,Annu Kapoor,Nausheen Ali Sardar,Rohit Nayyar,,,,,
,,,,,,,,,,,,,
Hide & Seek,"
Drama, Horror, Thriller            ",4.1,NA,Shawn Arranha,Purab Kohli,Arjan Bajwa,Mrinalini Sharma,Ayaz Khan,,,,,
,,,,,,,,,,,,,
Na Ghar Ke Na Ghaat Ke,"
Comedy, Drama            ",6.2,NA,Rahul Aggarwal,Om Puri,Paresh Rawal,Neena Gupta,Ravi Kishan,,,,,
,,,,,,,,,,,,,
Right Yaaa Wrong,"
Crime, Drama, Thriller            ",6.4,NA,Neeraj Pathak,Sunny Deol,Irrfan Khan,Isha Koppikar,Konkona Sen Sharma,,,,,
,,,,,,,,,,,,,
Trump Card,"
Action, Drama, Mystery            ",2.7,NA,Arshad Khan,Vikrum Kumar,Haidar Ali,Urvashi Chaudhary,Mansi Dovhal,,,,,
,,,,,,,,,,,,,
Idiot Box,"
Comedy, Drama            ",4.7,NA,Sunanda Mitra,Sushant Singh,Hrishitaa Bhatt,Milind Gunaji,Upasna Singh,,,,,
,,,,,,,,,,,,,
Lahore,"
Action, Drama, Sport            ",6.4,NA,Sanjay Puransingh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad,Sabyasachi Chakrabarty,,,,,
,,,,,,,,,,,,,
"LSD: Love, Sex Aur Dhokha","
Comedy, Crime, Drama            ",7.1,NA,Dibakar Banerjee,Nushrat Bharucha,Anshuman Jha,Neha Chauhan,Rajkummar Rao,,,,,
,,,,,,,,,,,,,
Shaapit: The Cursed,"
Adventure, Horror, Romance            ",5.5,NA,Vikram Bhatt,Aditya Narayan,Shweta Agarwal,Shubh Joshi,Natasha Sinha,,,,,
,,,,,,,,,,,,,
Hum Tum Aur Ghost,"
Comedy, Drama, Fantasy            ",4.7,NA,Kabeer Kaushik,Arshad Warsi,Dia Mirza,Boman Irani,Sandhya Mridul,,,,,
,,,,,,,,,,,,,
It's a Man's World,"
Drama            ",0,NA,Saurabh Sengupta,Mohsin Akhtar,Shakti Arora,Mikhill Chandiramani,Mouli Ganguly,,,,,
,,,,,,,,,,,,,
Mittal v/s Mittal,"
Drama            ",4.8,NA,Karan Razdan,Hazel Croney,Gulshan Grover,Iravati Harshe,Suchitra Krishnamoorthi,,,,,
,,,,,,,,,,,,,
My Friend Ganesha 3,"
Animation, Action, Comedy            ",4.5,NA,Rajiv S. Ruia,Rahul Pendkalkar,Baba Sehgal,Makarand Anaspure,Eva Grover,,,,,
,,,,,,,,,,,,,
Prem Kaa Game,"
Comedy, Drama            ",3.5,NA,Ashok Kheny,Arbaaz Khan,Madhuri Bhattacharya,Tara Sharma,Johnny Lever,,,,,
,,,,,,,,,,,,,
Well Done Abba!,"
Comedy            ",7.3,NA,Shyam Benegal,Boman Irani,Minissha Lamba,Sammir Dattani,Ila Arun,,,,,
,,,,,,,,,,,,,
Pankh,"
Drama            ",3.9,NA,Sudipto Chattopadhyay,Bipasha Basu,Lillete Dubey,Mahesh Manjrekar,Ronit Roy,,,,,
,,,,,,,,,,,,,
Sadiyaan: Boundaries Divide... Love Unites,"
Drama, Romance            ",4.6,NA,Raj Kanwar,Rekha,Hema Malini,Javed Sheikh,Avtar Gill,,,,,
,,,,,,,,,,,,,
Tum Milo Toh Sahi,"
Comedy, Drama            ",5.7,NA,Kabir Sadanand,Nana Patekar,Dimple Kapadia,Sunil Shetty,Vidya Malvade,,,,,
,,,,,,,,,,,,,
Jaane Kahan Se Aayi Hai,"
Comedy, Drama, Fantasy            ",3.8,NA,Milap Zaveri,Priyanka Chopra,Akshay Kumar,Jacqueline Fernandez,Karan Johar,,,,,
,,,,,,,,,,,,,
The Film Emotional Atyachar,"
Comedy, Crime, Drama            ",6.1,NA,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan,Mohit Ahlawat,,,,,
,,,,,,,,,,,,,
Dabangg,"
Action, Comedy            ",6.3,$4.63M,Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood,Arbaaz Khan,,,,,
,,,,,,,,,,,,,
Robot,"
Short, Sci-Fi            ",0,NA,David Tamagi,Jay Tandi,Kristin Miller-Tait,Gary Starkell,Rebecca Olson,,,,,
,,,,,,,,,,,,,
Anjaana Anjaani,"
Comedy, Drama, Musical            ",5.8,$0.85M,Siddharth Anand,Priyanka Chopra,Carl Marino,Ranbir Kapoor,Aubrey K. Miller,,,,,
,,,,,,,,,,,,,
Khichdi: The Movie,"
Comedy, Family            ",7.1,NA,Aatish Kapadia,Supriya Pathak,Anang Desai,Rajeev Mehta,Nimisha Vakharia,,,,,
,,,,,,,,,,,,,
